logFC	logCPM	F	PValue	FDR
TTF1	0.186517924294876	4.67762468272536	0.254472234131136	0.613944195323135	0.960998899934489
MTMR14	0.17377721732373	4.73326511227327	0.254301643237244	0.614063012192625	0.960998899934489
TFB2M	-0.312076346271323	3.82790170755152	0.25378903557744	0.614420345399556	0.960998899934489
LMBR1	-0.168899310582201	4.77017777293785	0.253787735592364	0.614421252179963	0.960998899934489
TPCN1	-0.250721425148413	4.1795193627921	0.253176591366976	0.614847867288837	0.960998899934489
C12orf76	0.137733819244245	5.17855708798187	0.252794236316252	0.615115102157425	0.960998899934489
PEX26	-0.297281989113672	3.89175835311939	0.252694193296925	0.615185065822771	0.960998899934489
MRPL32	-0.222829226133402	4.40639258202759	0.252593744042233	0.615255331040251	0.960998899934489
HLA-L	-0.291023804127803	3.91063657369603	0.252549895715001	0.615286008852965	0.960998899934489
FGFR1OP2	0.0781452635569773	6.75121649217937	0.252442831176324	0.615360928941561	0.960998899934489
IARS2	-0.145643123707483	5.12845429162726	0.252424088830869	0.615374046237931	0.960998899934489
SESN3	-0.0913692707580259	6.20540263657815	0.252382048305033	0.615403471563497	0.960998899934489
PSD	0.28466203030684	3.95900098255381	0.25201383312238	0.615661326798743	0.960998899934489
RANBP1	0.182761420201172	4.73239667594963	0.251835236037448	0.615786480444863	0.960998899934489
TPMT	-0.255784428476293	4.13828586445594	0.251605358602468	0.615947651093047	0.960998899934489
MIB1	-0.130906440174802	5.32830444258736	0.251442217415368	0.61606208783337	0.960998899934489
ZMPSTE24	-0.183272142166122	4.70215560076482	0.251321003023922	0.616147144762143	0.960998899934489
AC139713.2	0.182125383356522	4.74176680187806	0.25063309592243	0.616630340415464	0.960998899934489
AL110118.2	0.269664765326096	4.08361436957859	0.250454186561312	0.616756144749771	0.960998899934489
SNORD34	-0.150030379383442	5.05670780433527	0.250377869943376	0.616809825674691	0.960998899934489
NLGN1	0.194987672460864	4.67858068647754	0.250280879695364	0.61687806314461	0.960998899934489
MYL6B	-0.269981288822893	4.05407871652658	0.250267416891507	0.616887536204125	0.960998899934489
SRSF7	-0.133073129821037	5.26594399321858	0.250133406727362	0.616981849405914	0.960998899934489
SNRPF	0.157607259772733	5.05864868664311	0.249989522190511	0.617083147125965	0.960998899934489
TRAF3IP2-AS1	0.232641287274739	4.28910920360031	0.249861058528129	0.617173619023247	0.960998899934489
RPL34P18	-0.253225958258619	4.15769320692867	0.249765870062324	0.617240675261804	0.960998899934489
XK	-0.299908568373558	3.96887156105424	0.249736075712059	0.61726166739991	0.960998899934489
MNAT1	-0.234818476420074	4.36659453700972	0.249516020005702	0.617416760034742	0.960998899934489
GRK5	-0.183887723793283	4.65162576209535	0.24933210454226	0.617546447027142	0.960998899934489
ISG20L2	0.178558640547348	4.76363035278429	0.249002293168746	0.617779161469652	0.960998899934489
AC108516.2	0.0716110496476341	7.05610772149604	0.248767742942073	0.617944776933227	0.960998899934489
TRIM58	0.0747475126168721	6.97824002932095	0.24875918157052	0.617950823945292	0.960998899934489
SDAD1	0.16350436132562	4.88302030767776	0.248591373320108	0.618069375416125	0.960998899934489
DDX59	-0.214366262169181	4.37996956094365	0.248586053445549	0.618073134564095	0.960998899934489
FAM168A	0.152165781656123	4.99782115103712	0.248414314332262	0.618194516433927	0.960998899934489
SRPK1	-0.118567674214763	5.53742065473484	0.248164577521768	0.618371119063338	0.960998899934489
NCOR2	-0.186766313590376	4.66690388000113	0.247871834505085	0.618578275008996	0.960998899934489
ABRACL	0.0974864551876405	6.16027182549222	0.247636143199782	0.618745169976016	0.960998899934489
ATP8B4	0.172300445620224	4.78325341826315	0.247625091991326	0.618752997860029	0.960998899934489
ZCCHC9	0.239339068013871	4.35321195530619	0.247525716078337	0.618823398427031	0.960998899934489
KLHL29	0.284632389271455	3.94636537064876	0.247492206257408	0.618847141659383	0.960998899934489
TMSB4XP8	0.151210738265864	5.02454596225158	0.247477242259034	0.618857744980535	0.960998899934489
AP1B1	0.164163151900139	4.92760930843093	0.247334691611659	0.618958774823589	0.960998899934489
NEK9	0.211706050257479	4.33332320101392	0.247197962373632	0.61905571298896	0.960998899934489
TSSC4	-0.175104870173997	4.82511244796585	0.247168546757916	0.619076572414597	0.960998899934489
CBWD2	0.272909587007629	3.96157304062782	0.246978899361699	0.619211093797787	0.960998899934489
AC005832.4	-0.243859821319189	4.18308985538736	0.24692575789157	0.619248799850762	0.960998899934489
SDK1	-0.263376371548873	4.07267156130763	0.246891571999896	0.619273058817499	0.960998899934489
GPATCH8	0.114341493491766	5.60270051014018	0.246772342230057	0.619357682949115	0.960998899934489
AFF4	-0.137712372968211	5.1197112873235	0.246726512112445	0.619390217965228	0.960998899934489
HNRNPC	0.0714113199156884	7.0280005857081	0.246644008452214	0.619448797198334	0.960998899934489
FAM76A	0.219450123557853	4.44438019021038	0.246592418505379	0.619485433289457	0.960998899934489
CKAP2	-0.195299345525143	4.60136662326317	0.246528191210972	0.61953105034481	0.960998899934489
RHBDD2	0.174918896091822	4.74511566313733	0.246456912735391	0.619581684132251	0.960998899934489
DCAF17	0.237133928015927	4.20694852343526	0.246196017607792	0.619767092967207	0.960998899934489
GYPB	0.167885602162834	4.92937463914079	0.24554468174498	0.620230508989488	0.960998899934489
CHI3L2	0.256884498540408	4.09097559602557	0.245535929620037	0.620236741209864	0.960998899934489
ZBED5	-0.154876902931155	4.91663532350725	0.24536238014085	0.620360351047071	0.960998899934489
RFXANK	0.159725307629047	4.95164499973658	0.245193150368311	0.620480936630028	0.960998899934489
NLRC3	-0.273254724168721	4.06083094894309	0.245188217553522	0.620484452310816	0.960998899934489
SERTAD1	-0.254873413747669	4.13660870506895	0.245058321499144	0.620577046757608	0.960998899934489
RRBP1	-0.177774157342866	4.70131929034793	0.244979861994975	0.620632990236236	0.960998899934489
SSH1	0.224793100461154	4.31954800337171	0.244585164773607	0.620914587971838	0.960998899934489
TAB3	0.207496080290661	4.43283726496249	0.244458227970182	0.621005211452831	0.960998899934489
RPS6KB2	0.230105857879907	4.31930374602081	0.244417634485157	0.621034198375128	0.960998899934489
MIR6074	0.0656620923390487	7.31782015943079	0.244387605633003	0.621055643251099	0.960998899934489
DYNLRB1	0.114087285297522	5.68697994121704	0.24438416495732	0.621058100488108	0.960998899934489
TBRG1	0.148274535268496	5.03328767574991	0.244314841468525	0.621107614025175	0.960998899934489
NRN1	0.247846777548453	4.14888747695609	0.244271240497966	0.621138760015176	0.960998899934489
HAX1	0.169081390362041	4.83471223960915	0.244237375286483	0.621162953733361	0.960998899934489
USP5	-0.283226255142462	3.88539646809103	0.244113367103371	0.621251564501753	0.960998899934489
SIRPG	-0.202404987226191	4.48276351319143	0.244091958874235	0.621266864710515	0.960998899934489
TPRN	0.247490807825084	4.33389442715062	0.244048770060726	0.621297733786734	0.960998899934489
ZNF641	-0.160774043567199	4.87224526482201	0.243997524261355	0.621334365978003	0.960998899934489
IL10RA	-0.141173396441428	5.10310140984108	0.243868049937276	0.621426939828259	0.960998899934489
FAM120B	-0.129879889594832	5.31377379667322	0.243803456918884	0.621473135120296	0.960998899934489
AC009690.2	0.274917215063458	4.01379362410249	0.243803362431923	0.621473202700554	0.960998899934489
HEPN1	-0.303399826447689	3.84426484944595	0.243743407625459	0.621516087682856	0.960998899934489
BAZ1B	0.132093423755822	5.22680664256534	0.243639762310218	0.621590239457441	0.960998899934489
AC027644.4	-0.182885905202819	4.59744850940345	0.243599990345463	0.621618699031378	0.960998899934489
RNF13	0.0706560786898721	7.05582757124897	0.243339547068333	0.621805135535437	0.960998899934489
BZW2	0.2309920662836	4.25502932653883	0.243329838263042	0.621812087913968	0.960998899934489
MIIP	0.17865266460152	4.74371002642058	0.243327114223169	0.621814038602703	0.960998899934489
ECD	-0.227604621824734	4.27832299667341	0.243217578449596	0.621892488573002	0.960998899934489
ADRB2	-0.240167657011793	4.21216666758327	0.242872013121744	0.622140127900119	0.960998899934489
SLC15A3	0.250675841741528	4.1985180573027	0.24285076492779	0.622155361943779	0.960998899934489
AL117339.5	-0.194623499959407	4.48747710106506	0.242761117074378	0.622219644730313	0.960998899934489
PADI2	-0.0957322477943512	6.19957651702	0.242689648338592	0.622270902587736	0.960998899934489
ARL2BP	-0.208100522723873	4.52575981868266	0.242463333042516	0.622433279337352	0.960998899934489
COX10	-0.228113992431887	4.34132386658757	0.242351741722206	0.62251337856416	0.960998899934489
AC090673.1	0.0427678039699265	10.7111789018287	0.24228537047598	0.622561030102286	0.960998899934489
AC020915.5	0.24010137173341	4.21548170719404	0.242252044183542	0.62258495992335	0.960998899934489
NOG	-0.2049816861369	4.64036073424766	0.241629012348894	0.623032702512738	0.961438860193292
ENTPD3-AS1	-0.236405949375722	4.27354883312532	0.241586254260982	0.62306345693782	0.961438860193292
MICU1	0.106770783953797	5.75838980450729	0.24130161177143	0.623268276678652	0.961605619669221
NCF4-AS1	0.252364455046588	4.15479325697748	0.240737926527369	0.623674329690752	0.962082750705632
HECTD1	0.132638511871534	5.26680263100409	0.240363993916579	0.623944019135931	0.962271872217932
C16orf74	-0.27438830725139	4.03126142197038	0.240299494407111	0.623990564085378	0.962271872217932
STRAP	-0.143192335333932	5.0874793599029	0.240164406184178	0.624088073264285	0.962272938283235
NUP133	0.207995654611235	4.38022898920791	0.23982400350482	0.624333933129854	0.962502708450073
SLC16A1-AS1	0.258228287296472	4.05552336413122	0.239513057601542	0.624558706622833	0.962699904640871
VRK3	0.159613754537764	4.85774154670046	0.239361792603687	0.624668116959455	0.962709657816529
LAMTOR5-AS1	0.160604604521732	4.8927273461227	0.239084088909249	0.624869092294107	0.962709657816529
HDHD2	0.213786931119936	4.41947365405229	0.238855590943646	0.625034565720735	0.962709657816529
SSR2	0.114926096995545	5.6494122309534	0.238797490128664	0.625076656745839	0.962709657816529
Z84492.1	0.160671680562689	4.96126769642125	0.238716317776833	0.625135472524995	0.962709657816529
C1orf159	0.30089490483187	3.86361928532242	0.238701507597953	0.62514620500532	0.962709657816529
ADNP-AS1	0.307515654746824	3.86616629972734	0.238406308462462	0.62536021280961	0.962806815161035
HMGB2	0.0893873428919783	6.27293145665363	0.237999968519734	0.62565506188087	0.962806815161035
RNF11	0.0906116065493411	6.22106388554328	0.237820017067126	0.625785738118588	0.962806815161035
TMEM71	-0.0837319356317765	6.45674556497625	0.23745614725119	0.626050158356958	0.962806815161035
SLC45A4	0.149518173383884	5.05267774317448	0.237411666634181	0.626082499131262	0.962806815161035
BLOC1S5-TXNDC5	0.196106071452883	4.49514886803697	0.237394624781492	0.62609489084099	0.962806815161035
CCDC71L	0.197089858216908	4.69387777265846	0.237198276616187	0.626237701974165	0.962806815161035
RNF2	-0.14277168066573	5.17552307281344	0.237102481303213	0.626307403919466	0.962806815161035
FURIN	0.175371151273161	4.64930791323495	0.236873733333452	0.626473914475468	0.962806815161035
NCOR1	0.0825506540461396	6.4467886330754	0.236861055816632	0.626483145619997	0.962806815161035
SEC31A	-0.125701020744289	5.3744986151092	0.236780159949859	0.626542057210111	0.962806815161035
ZNF14	-0.246933628745731	4.16431567587075	0.236640429118469	0.626643844086368	0.962806815161035
XRN2	0.0933954858040685	6.08629060056225	0.236593008105954	0.626678396352825	0.962806815161035
SLC20A2	-0.197998506373262	4.44677627548472	0.236413795018388	0.626809014666552	0.962806815161035
AL390728.6	0.222911623847135	4.26328945785344	0.23640195483827	0.626817646461606	0.962806815161035
TMED3	0.202665873564787	4.46430915571635	0.236367202337462	0.626842983469788	0.962806815161035
RAB7A	0.0742112075047918	6.84262714454567	0.236349195836817	0.626856112376201	0.962806815161035
RBM6	-0.120423044827826	5.46430218397663	0.236023871947636	0.627093419220375	0.963022480474553
CRLS1	0.242286750631622	4.26963300453492	0.235840836058169	0.627227023248562	0.963078848148843
PNPLA8	-0.0902330935137902	6.20517934861909	0.235658919433385	0.627359873788757	0.963134041641405
OSTM1	0.15840166233066	4.96010374155328	0.235237869802164	0.627667602207812	0.963330546707256
PHTF1	-0.155497606607185	4.89486242815635	0.23521688063212	0.627682951256333	0.963330546707256
PTPRCAP	0.081693724271832	6.5405948620011	0.235086049821688	0.627778644835788	0.963330546707256
EIF1B-AS1	-0.214730411498995	4.31202155240662	0.234234240908826	0.628402488860221	0.963873106717334
MT2A	0.17856838568476	4.72663447244457	0.234208811666736	0.628421134125025	0.963873106717334
CSNK1D	0.140496692463761	5.08346564135288	0.233678075900258	0.628810566386094	0.963873106717334
COLGALT1	-0.166030824628212	4.77447911648298	0.233541032452372	0.628911211897951	0.963873106717334
MAFB	-0.226302329891009	4.28050509528327	0.23352766799534	0.628921028782782	0.963873106717334
SWAP70	0.131944991738499	5.19181639302092	0.233506707304091	0.628936426192405	0.963873106717334
AHSA1	0.17198747608431	4.7706403443806	0.233444567005275	0.628982078534697	0.963873106717334
MRS2	-0.268991372558052	4.01855811590493	0.233209194026553	0.629155066960114	0.963873106717334
KAT2B	0.11491453088353	5.62487237910318	0.233029705204395	0.629287055437566	0.963873106717334
TEX2	-0.242441281667132	4.03779626504828	0.232941505944529	0.629351936405231	0.963873106717334
ATCAY	0.243007830025102	3.9726229362007	0.232934330006514	0.629357215820933	0.963873106717334
GPCPD1	-0.0817233744583745	6.45854387201109	0.232838616159805	0.629427643128967	0.963873106717334
FRG1CP	0.229279027041545	4.20745512244748	0.232491216424273	0.62968341373137	0.963873106717334
RCSD1	0.073882233226182	6.76142239600124	0.232240149762855	0.629868406438143	0.963873106717334
AC001226.2	0.171760858661073	4.76091185555025	0.232173953343748	0.629917202275877	0.963873106717334
CEP128	-0.166306553729661	4.72941992697288	0.23149233519117	0.630420147511281	0.963873106717334
FAM133B	-0.125966927446223	5.3477626083706	0.231485795784173	0.630424977154158	0.963873106717334
PTGS2	-0.124863992657273	5.33403335265416	0.231409071162401	0.630481647975278	0.963873106717334
AC009120.2	-0.190211831836473	4.52356652480256	0.231185229850737	0.630647049184919	0.963873106717334
MSL2	-0.13760167298751	5.14889381847098	0.230611674850642	0.631071311834261	0.963873106717334
TWSG1	-0.222151680797292	4.16752487845651	0.230430543230014	0.631205431052801	0.963873106717334
GINM1	-0.159079198552029	4.82286651222077	0.230355442338216	0.631261058658127	0.963873106717334
QKI	-0.0635640427961992	7.33015565934698	0.230309303137887	0.631295239726941	0.963873106717334
PREB	0.262586345373204	4.12748285957536	0.230105219485473	0.631446480523039	0.963873106717334
NTRK2	0.130443682490151	5.37959130471633	0.230037822254398	0.631496444883545	0.963873106717334
C4orf19	-0.166535472832551	4.91209508929617	0.22998874345501	0.631532834696885	0.963873106717334
MRRF	-0.255393834636908	4.00899514960782	0.229826113981274	0.631653451580622	0.963873106717334
CROCCP3	0.2748069377304	4.0665904645943	0.229689294174274	0.631754966948216	0.963873106717334
RAD50	-0.133610126856149	5.15444189512397	0.229233332240945	0.63209354291437	0.963873106717334
ADH5	0.187730345848	4.59703950344684	0.229215416911183	0.632106854447391	0.963873106717334
ZCCHC2	0.122128136513589	5.35525121435926	0.229153202283774	0.632153086420663	0.963873106717334
GRB10	0.295391783089936	3.95047045400812	0.229142905201046	0.6321607389738	0.963873106717334
AC068790.8	0.204693155971813	4.46889590547017	0.229097396656433	0.632194562400264	0.963873106717334
UBE3B	0.205637378358814	4.37149958751379	0.229018789605097	0.632252995437425	0.963873106717334
ZNF48	0.168461227100437	4.76613254744836	0.229005383921304	0.632262961865402	0.963873106717334
DDB2	-0.246752746964734	4.17616721537475	0.228806508699341	0.632410857366669	0.963873106717334
AC034102.4	-0.211368425027963	4.34895179211627	0.228781504908229	0.632429457268809	0.963873106717334
RPL7P1	-0.26456938657364	4.04796754765883	0.228415689293725	0.632701724297105	0.963873106717334
GNG7	-0.159042440522715	4.85167146388416	0.228369824107527	0.632735879451133	0.963873106717334
PDCD2L	0.250228082941973	4.12313057352135	0.228323941746577	0.632770051610666	0.963873106717334
A2M	-0.192557428025164	4.57490115111738	0.228289314888345	0.632795843715275	0.963873106717334
WDR36	-0.2006026476952	4.46026075483634	0.228223320512393	0.632845006831356	0.963873106717334
DSC2	-0.182561629309698	4.60719994353759	0.227997370712395	0.633013396351945	0.963873106717334
TSPAN18	0.243301007775925	4.11418773978199	0.22797394995787	0.633030856574157	0.963873106717334
GDI2	0.0817752455546999	6.51151454582363	0.227968219939436	0.633035128482748	0.963873106717334
ANAPC5	-0.143036951671955	5.07436578035356	0.227928889295992	0.633064452491343	0.963873106717334
F5	0.184150437420795	4.62155526444664	0.227906718569141	0.633080983836391	0.963873106717334
SFMBT1	-0.204061364299178	4.36997296202674	0.22787332640959	0.633105884175937	0.963873106717334
TTC27	-0.202351646162093	4.427239603788	0.227806167520216	0.633155970954151	0.963873106717334
ACBD3	-0.131693603922612	5.20057007073757	0.227776226679216	0.633178303611586	0.963873106717334
CADM1	0.199310722227858	4.46616756249274	0.227588167403513	0.633318616892529	0.963873106717334
PNRC2	-0.110552723447338	5.60199649072567	0.227418641782884	0.633445162994727	0.963873106717334
SYT4	-0.22996249597479	4.24041694048986	0.227334246037998	0.633508183627326	0.963873106717334
DEF6	-0.132616116829469	5.1639983204695	0.227250118248992	0.633571018460452	0.963873106717334
AC022973.4	0.193671980578043	4.56562214690204	0.226519245040357	0.634117507360444	0.963873106717334
MSH2	0.202041784803143	4.45921233833451	0.226363586265998	0.634234036264936	0.963873106717334
STOML2	-0.18114408626247	4.64956438249584	0.226319712384398	0.634266889902798	0.963873106717334
AMY2B	0.226956489641962	4.27438466372002	0.226200855570235	0.634355911880514	0.963873106717334
TBC1D20	-0.156530397291402	4.86519905393463	0.226125811354448	0.634412133647684	0.963873106717334
BMT2	0.147508337394912	4.86288170026893	0.2260620981903	0.634459875375285	0.963873106717334
C18orf21	0.222832754807815	4.29897971332079	0.225967788313242	0.634530559061857	0.963873106717334
HEBP2	0.0790104102820622	6.61775853178003	0.225902100065765	0.634579801997214	0.963873106717334
CEP63	-0.0895103055779856	6.1485873597284	0.225819441300954	0.634641779286401	0.963873106717334
SNRNP70	-0.156474925947933	4.88020334350346	0.225802657350708	0.634654365539253	0.963873106717334
PSMD14	0.159725677853179	4.84506816523119	0.225713565152295	0.634721185213668	0.963873106717334
KYNU	-0.151548699665161	4.90490648412986	0.225599251216616	0.634806945019481	0.963873106717334
LRRC4C	0.251020437925238	4.13298579387279	0.225442189506097	0.634924818203026	0.963873106717334
LAIR1	0.19775764394508	4.50966924180041	0.225251957134911	0.63506765302122	0.963873106717334
MAN1C1	0.226276421308352	4.10843506347426	0.225244727274629	0.635073082975303	0.963873106717334
TIMMDC1	0.167133225991716	4.70668793614143	0.225234555774756	0.635080722415363	0.963873106717334
KIF1BP	-0.235809926792248	4.12029868806277	0.225204196527374	0.635103525388192	0.963873106717334
PSTPIP2	0.134091420872608	5.18417302300068	0.225116383970923	0.635169492413057	0.963873106717334
CDKL1	0.201065386003811	4.4545736103044	0.225040553885838	0.635226470584907	0.963873106717334
CNOT11	0.190127491150339	4.5396921816088	0.22480345292386	0.635404702420571	0.963873106717334
SLC19A1	-0.160059238803715	4.78375448842065	0.224802214199357	0.635405633887914	0.963873106717334
WASF1	0.236782947403255	4.18918580605377	0.224558472728336	0.63558897814075	0.963957161506475
CHCHD1	0.151060943495948	4.93991637136916	0.224402492715385	0.635706371480838	0.963957161506475
CITED2	0.136840940255069	5.1488316983373	0.224290935623471	0.635790361982052	0.963957161506475
GPN3	0.203516968726628	4.3709904387493	0.22421308013949	0.63584899394672	0.963957161506475
ZMYND8	-0.11168605310849	5.58198879585506	0.223867053103539	0.636109733341361	0.964131436296023
PRKCE	-0.120122068273481	5.3556867202908	0.223685902523106	0.636246332866715	0.964131436296023
TAOK3	0.0676318685731784	7.06449665570272	0.2235476969562	0.636350594534965	0.964131436296023
AC011558.1	0.225568515023381	4.35131368642047	0.223545875068309	0.636351969222448	0.964131436296023
SLTM	0.0712515511873828	6.83099362342303	0.222971362378209	0.636785804369326	0.964334859341858
BPTF	-0.0690716181412912	6.93334576593511	0.222868086198493	0.636863864384054	0.964334859341858
RBAK	-0.236455931012688	4.01928486422491	0.222660012707404	0.637021201335027	0.964334859341858
SPAG1	-0.242478128069511	4.22942975480063	0.22252241809737	0.637125294319865	0.964334859341858
KCTD5	-0.265627952581292	3.92369410054603	0.222365660083197	0.637243932746526	0.964334859341858
SLC9A7	-0.242726245787751	4.13903087232775	0.222292557828205	0.637299275858042	0.964334859341858
SLC25A42	0.228260365710532	4.24426510719693	0.222249920899854	0.637331559892461	0.964334859341858
AC078881.1	-0.232448912719707	4.13186732919468	0.222236571451898	0.637341668669698	0.964334859341858
HIPK2	0.112184779882649	5.55987157804143	0.222141820515783	0.637413428827662	0.964334859341858
HTT	-0.173893210599393	4.669740574345	0.222084978852805	0.637456487159273	0.964334859341858
ARAP1	-0.0930944832316186	6.02653965069364	0.221838621061723	0.637643184410176	0.964355411500966
GPR155	-0.11645182259123	5.43644112672837	0.221766329804095	0.637697992908805	0.964355411500966
CXCR2P1	0.197639903122657	4.53873428794127	0.22168303815065	0.637761155025239	0.964355411500966
FRAT2	0.0923215040943977	6.05851354526336	0.221461206789557	0.63792944596662	0.964463152336817
PLAC8	-0.0754884745821107	6.65020030100355	0.220650623952926	0.638545266234128	0.965081967515173
STYX	0.14037770690404	5.13277621594552	0.220536268942666	0.638632255718237	0.965081967515173
RAPGEF1	-0.0988550484125131	5.79781207616281	0.220511653158431	0.638650984465533	0.965081967515173
RNF19A	0.0968159455642305	5.88920409155447	0.220096925755929	0.638966718906175	0.965081967515173
SH3KBP1	-0.064137837440497	7.22351429207905	0.219862413957568	0.639145414802576	0.965081967515173
PRDM1	0.114996652374966	5.55641925721676	0.219848141536796	0.639156294012126	0.965081967515173
PLEKHJ1	0.165089687759938	4.82282801555359	0.21973597450456	0.6392418087783	0.965081967515173
SMIM12	0.19668544309961	4.54870734511409	0.219632960046807	0.639320369189639	0.965081967515173
RIOK3	0.0738231315017	6.68680404619806	0.219541409470507	0.639390205929069	0.965081967515173
SLC38A9	-0.20392098178404	4.39728265150914	0.21943835092393	0.639468842444468	0.965081967515173
ANKMY1	-0.222188678212539	4.23414688532126	0.219309058535596	0.639567527956843	0.965081967515173
ZNF385A	-0.233990866444627	4.1998754276342	0.219173682131511	0.639670895259578	0.965081967515173
TNFSF14	0.142123726705399	5.03004902451939	0.219153250270338	0.639686499485286	0.965081967515173
LUZP1	-0.23854358248549	4.06742260118115	0.219034017538685	0.639777577626315	0.965081967515173
PPA2	-0.145744619620451	5.02292858157861	0.218951633673374	0.639840525730072	0.965081967515173
AC007161.3	0.104481698214192	5.68199928326057	0.218647831808683	0.64007278038695	0.965081967515173
LTB4R	0.189348227522936	4.4824186118342	0.218537352939299	0.640157289558391	0.965081967515173
SHC4	-0.144698268658683	5.0385068851233	0.218400400931811	0.640262085104277	0.965081967515173
MBNL3	-0.110338066898483	5.61009786583233	0.218354090210921	0.640297531081273	0.965081967515173
FOXJ2	-0.241099921703294	4.09736953943057	0.218074499995797	0.640511625270816	0.965081967515173
TAF3	0.137932933595064	4.97669884600529	0.218033753245555	0.640542840755932	0.965081967515173
STK16	-0.2441958128091	4.06935060396777	0.217922045902682	0.640628436330673	0.965081967515173
AC025034.1	0.238725322121587	4.20062066458854	0.217606019385944	0.640870735955441	0.965081967515173
KBTBD4	0.236690839912413	4.15551693554601	0.217188589680522	0.641191110665063	0.965081967515173
GRIA3	0.261778716859726	4.20355661986592	0.21697643599616	0.641354080949455	0.965081967515173
SLC35B1	-0.265820547724334	4.00326614029324	0.216921000923814	0.641396680535454	0.965081967515173
VPS72	0.204640543442793	4.44065659071902	0.216853277533019	0.641448732181855	0.965081967515173
AC053527.1	-0.23544414153504	4.09782271873424	0.216748586823824	0.641529216073507	0.965081967515173
FRMD4B	-0.145863540072743	4.97790009831604	0.216638336520863	0.641613999628718	0.965081967515173
NPHP3	0.221700100938137	4.34464986356097	0.216614196550699	0.641632567003125	0.965081967515173
CRK	0.131022986474598	5.21628137743383	0.216603366361674	0.641640897504246	0.965081967515173
STK24	0.113878467415126	5.46392326929648	0.216418141246826	0.641783410528021	0.965081967515173
MMACHC	0.239060304226145	4.218563632688	0.216401772879888	0.641796007989161	0.965081967515173
ENTPD1	-0.124132909614865	5.21058484551824	0.216328629769637	0.641852307643979	0.965081967515173
UBXN2B	0.098836623629859	5.82860013521793	0.215949932205996	0.642143983700392	0.965081967515173
PABPC4	0.121527018819318	5.30478131121858	0.215744091764525	0.642302654216903	0.965081967515173
CD244	0.226074983639015	4.20021054784763	0.215510450109005	0.642482866630647	0.965081967515173
AC114316.2	0.233493668371188	4.25787543471759	0.215398650157448	0.642569142142375	0.965081967515173
ELP3	0.167599117862745	4.68185302967358	0.215149054568536	0.642761852156526	0.965081967515173
RRAGB	0.220414149614427	4.25157074256953	0.215147317628569	0.64276319370463	0.965081967515173
ZNF32	0.243114126903339	4.06543173406322	0.215138849761704	0.642769734065635	0.965081967515173
DHCR24	0.262169548463698	4.01299442320613	0.215070509832009	0.642822523782536	0.965081967515173
DDX24	0.0968051288427654	5.91135426981249	0.214918442037051	0.642940026326566	0.965081967515173
AKR1A1	-0.155428898493743	4.88726053380823	0.214915191099162	0.642942538872441	0.965081967515173
HCAR3	-0.209798963349402	4.46744280927188	0.214706889682765	0.643103576526427	0.965081967515173
HERC2P3	-0.243980504883849	4.06794528873911	0.214634568725008	0.643159509990873	0.965081967515173
IQCG	0.105390253481138	5.79113504653823	0.214402992637873	0.643338689371145	0.965081967515173
C1RL	0.176053705130991	4.71821102931134	0.214372969431512	0.643361928091913	0.965081967515173
PQLC1	0.166024951505049	4.79911077799987	0.214262319307424	0.643447591151638	0.965081967515173
INPP5K	0.180214927665494	4.68310688216936	0.214117422921241	0.643559807589559	0.965081967515173
SNHG15	-0.233927832034464	4.25895244669874	0.213548476320165	0.644000880304069	0.965081967515173
PIGL	-0.199013111535498	4.37285025052711	0.21352709824755	0.644017467430702	0.965081967515173
EHD1	-0.126018594019806	5.224027867743	0.213483423445935	0.644051357596665	0.965081967515173
CSNK2A2	-0.196270580858916	4.47042016727062	0.2134247165967	0.644096918750508	0.965081967515173
GCNT2	-0.277268588435512	3.95553278573841	0.213417749482168	0.644102326286621	0.965081967515173
UBBP4	0.15320636148088	5.021914777033	0.213386185036353	0.644126826419176	0.965081967515173
SRPK2P	-0.209687013881828	4.36924395210022	0.213091371871255	0.644355764860091	0.965081967515173
RCL1	-0.220756333609417	4.19871453758978	0.212578150682482	0.644754767741031	0.965081967515173
SLC16A10	-0.224651761960733	4.05578521930062	0.212568686135198	0.644762131418522	0.965081967515173
EHMT2	-0.278605430751821	3.8981245884761	0.212398372226262	0.644894674298479	0.965081967515173
LCOR	0.0983513169587505	5.78665207009077	0.212373463115135	0.644914064640946	0.965081967515173
RUVBL2	-0.234204938505057	4.20062531191294	0.212126045879929	0.645106739942768	0.965081967515173
MAN2B1	0.280819858462889	3.83982047435604	0.212040200890982	0.645173623252385	0.965081967515173
NGB	-0.176961037242592	4.5838431006801	0.211731728690764	0.645414094768227	0.965081967515173
PUM1	0.0966323961475059	5.8718530993555	0.211639197135384	0.645486269729312	0.965081967515173
CLNS1A	-0.13951381777578	4.98681132974621	0.211561269773801	0.645547068195219	0.965081967515173
SEC61A2	-0.263218597669929	3.92743422631992	0.211554799401149	0.64555211695158	0.965081967515173
DTHD1	0.204518156228327	4.24912050879521	0.211240984648755	0.64579709531001	0.965081967515173
AKT2	0.247934437294512	4.14347146601638	0.211199787624799	0.645829271982461	0.965081967515173
FAR2	-0.10049704212914	5.76505730246599	0.211112775103433	0.645897245050823	0.965081967515173
NDUFAF7	-0.207212123823924	4.28962041988836	0.211063072395977	0.645936079783365	0.965081967515173
PPCDC	-0.10087517721979	5.76930055826422	0.211011381236491	0.64597647404862	0.965081967515173
